3.503928184509277344e+00,4.461448192596435547e-01,5.174551606178283691e-01,3.804259538650512695e+00,3.939655542373657227e+00,4.202155590057373047e+00,1.151361584663391113e+00,7.015748620033264160e-01,-1.258740067481994629e+00,1.282524943351745605e+00,-3.512593984603881836e+00,-1.210406780242919922e+00,-7.126638293266296387e-01,-5.287114143371582031e+00,-2.729368448257446289e+00,-4.434914112091064453e+00,6.043601036071777344e-01,-1.003610968589782715e+00,-2.865231037139892578e-01,-1.141144037246704102e+00,2.716323375701904297e+00,1.674710035324096680e+00,6.717172861099243164e-01,2.885468959808349609e+00,2.630088806152343750e+00
3.497991323471069336e+00,4.459200501441955566e-01,5.152782201766967773e-01,3.799196243286132812e+00,3.933946847915649414e+00,4.195938587188720703e+00,1.149494171142578125e+00,7.002224326133728027e-01,-1.256655931472778320e+00,1.278827786445617676e+00,-3.506361722946166992e+00,-1.208566427230834961e+00,-7.116814255714416504e-01,-5.278335094451904297e+00,-2.724733591079711914e+00,-4.425358772277832031e+00,6.021705269813537598e-01,-1.002967715263366699e+00,-2.851448655128479004e-01,-1.138924002647399902e+00,2.712786436080932617e+00,1.672752261161804199e+00,6.702538728713989258e-01,2.880370140075683594e+00,2.626141309738159180e+00
3.492051839828491211e+00,4.456938505172729492e-01,5.130947828292846680e-01,3.794137716293334961e+00,3.928239107131958008e+00,4.189723014831542969e+00,1.147625803947448730e+00,6.988690495491027832e-01,-1.254572629928588867e+00,1.275122046470642090e+00,-3.500125885009765625e+00,-1.206725835800170898e+00,-7.107001543045043945e-01,-5.269552707672119141e+00,-2.720099925994873047e+00,-4.415793418884277344e+00,5.999761819839477539e-01,-1.002327203750610352e+00,-2.837606072425842285e-01,-1.136703729629516602e+00,2.709252834320068359e+00,1.670796275138854980e+00,6.687885522842407227e-01,2.875268936157226562e+00,2.622193336486816406e+00
3.486099958419799805e+00,4.454585313796997070e-01,5.108741521835327148e-01,3.789103984832763672e+00,3.922538518905639648e+00,4.183517456054687500e+00,1.145754218101501465e+00,6.975056529045104980e-01,-1.252492904663085938e+00,1.271369814872741699e+00,-3.493869781494140625e+00,-1.204882621765136719e+00,-7.097241282463073730e-01,-5.260748386383056641e+00,-2.715467453002929688e+00,-4.406168937683105469e+00,5.977545380592346191e-01,-1.001701116561889648e+00,-2.823398709297180176e-01,-1.134480714797973633e+00,2.705741882324218750e+00,1.668850898742675781e+00,6.673121452331542969e-01,2.870148897171020508e+00,2.618241786956787109e+00
3.480145454406738281e+00,4.452177584171295166e-01,5.086380243301391602e-01,3.784074306488037109e+00,3.916836738586425781e+00,4.177308082580566406e+00,1.143880963325500488e+00,6.961329579353332520e-01,-1.250411272048950195e+00,1.267601490020751953e+00,-3.487602710723876953e+00,-1.203038692474365234e+00,-7.087512016296386719e-01,-5.251933574676513672e+00,-2.710835695266723633e+00,-4.396522998809814453e+00,5.955249071121215820e-01,-1.001078724861145020e+00,-2.809060811996459961e-01,-1.132257103919982910e+00,2.702238321304321289e+00,1.666910409927368164e+00,6.658340692520141602e-01,2.865021705627441406e+00,2.614286899566650391e+00
3.474188089370727539e+00,4.449687302112579346e-01,5.063755512237548828e-01,3.779051542282104492e+00,3.911132335662841797e+00,4.171089649200439453e+00,1.142001748085021973e+00,6.947449445724487305e-01,-1.248326659202575684e+00,1.263805150985717773e+00,-3.481317996978759766e+00,-1.201195597648620605e+00,-7.077863216400146484e-01,-5.243102073669433594e+00,-2.706206321716308594e+00,-4.386840820312500000e+00,5.932816267013549805e-01,-1.000463843345642090e+00,-2.794507741928100586e-01,-1.130033373832702637e+00,2.698747396469116211e+00,1.664978265762329102e+00,6.643558740615844727e-01,2.859884262084960938e+00,2.610328197479248047e+00
3.468228816986083984e+00,4.447191357612609863e-01,5.041075944900512695e-01,3.774027824401855469e+00,3.905424594879150391e+00,4.164865493774414062e+00,1.140117287635803223e+00,6.933498978614807129e-01,-1.246239542961120605e+00,1.260002374649047852e+00,-3.475028753280639648e+00,-1.199355363845825195e+00,-7.068246006965637207e-01,-5.234261512756347656e+00,-2.701577425003051758e+00,-4.377146244049072266e+00,5.910341739654541016e-01,-9.998497366905212402e-01,-2.779892086982727051e-01,-1.127810835838317871e+00,2.695261001586914062e+00,1.663048505783081055e+00,6.628791093826293945e-01,2.854743480682373047e+00,2.606367588043212891e+00
3.462265014648437500e+00,4.444703459739685059e-01,5.018391609191894531e-01,3.769004821777343750e+00,3.899715185165405273e+00,4.158639430999755859e+00,1.138229966163635254e+00,6.919526457786560059e-01,-1.244150876998901367e+00,1.256197214126586914e+00,-3.468736886978149414e+00,-1.197515964508056641e+00,-7.058632969856262207e-01,-5.225416660308837891e+00,-2.696947336196899414e+00,-4.367443561553955078e+00,5.887843370437622070e-01,-9.992353320121765137e-01,-2.765254974365234375e-01,-1.125587821006774902e+00,2.691774606704711914e+00,1.661118388175964355e+00,6.614022254943847656e-01,2.849599838256835938e+00,2.602404594421386719e+00
3.456301212310791016e+00,4.442215561866760254e-01,4.995707869529724121e-01,3.763980388641357422e+00,3.894004106521606445e+00,4.152412414550781250e+00,1.136342406272888184e+00,6.905551552772521973e-01,-1.242062211036682129e+00,1.252392411231994629e+00,-3.462443828582763672e+00,-1.195676684379577637e+00,-7.049017548561096191e-01,-5.216571331024169922e+00,-2.692316532135009766e+00,-4.357741832733154297e+00,5.865345597267150879e-01,-9.986205697059631348e-01,-2.750617861747741699e-01,-1.123365044593811035e+00,2.688288450241088867e+00,1.659188270568847656e+00,6.599253416061401367e-01,2.844455718994140625e+00,2.598441362380981445e+00
3.450337886810302734e+00,4.439727067947387695e-01,4.973020553588867188e-01,3.758956432342529297e+00,3.888294458389282227e+00,4.146185874938964844e+00,1.134455084800720215e+00,6.891577839851379395e-01,-1.239973783493041992e+00,1.248587250709533691e+00,-3.456152200698852539e+00,-1.193837642669677734e+00,-7.039405703544616699e-01,-5.207726001739501953e+00,-2.687686443328857422e+00,-4.348039627075195312e+00,5.842847824096679688e-01,-9.980061054229736328e-01,-2.735979557037353516e-01,-1.121142148971557617e+00,2.684802532196044922e+00,1.657258152961730957e+00,6.584483385086059570e-01,2.839311838150024414e+00,2.594478607177734375e+00
