1,0,0
1,0,0.25
1,0,0.5
1,0,0.75
1,0,1
1,0,1.25
1,0,1.5
1,0,1.75
1,0,2
1,0,2.25
1,0.02,0
1,0.02,0.25
1,0.02,0.5
1,0.02,0.75
1,0.02,1
1,0.02,1.25
1,0.02,1.5
1,0.02,1.75
1,0.02,2
1,0.02,2.25
1,0.04,0
1,0.04,0.25
1,0.04,0.5
1,0.04,0.75
1,0.04,1
1,0.04,1.25
1,0.04,1.5
1,0.04,1.75
1,0.04,2
1,0.04,2.25
1,0.06,0
1,0.06,0.25
1,0.06,0.5
1,0.06,0.75
1,0.06,1
1,0.06,1.25
1,0.06,1.5
1,0.06,1.75
1,0.06,2
1,0.06,2.25
1,0.08,0
1,0.08,0.25
1,0.08,0.5
1,0.08,0.75
1,0.08,1
1,0.08,1.25
1,0.08,1.5
1,0.08,1.75
1,0.08,2
1,0.08,2.25
1,0.1,0
1,0.1,0.25
1,0.1,0.5
1,0.1,0.75
1,0.1,1
1,0.1,1.25
1,0.1,1.5
1,0.1,1.75
1,0.1,2
1,0.1,2.25
1,0.12,0
1,0.12,0.25
1,0.12,0.5
1,0.12,0.75
1,0.12,1
1,0.12,1.25
1,0.12,1.5
1,0.12,1.75
1,0.12,2
1,0.12,2.25
1,0.14,0
1,0.14,0.25
1,0.14,0.5
1,0.14,0.75
1,0.14,1
1,0.14,1.25
1,0.14,1.5
1,0.14,1.75
1,0.14,2
1,0.14,2.25
1,0.16,0
1,0.16,0.25
1,0.16,0.5
1,0.16,0.75
1,0.16,1
1,0.16,1.25
1,0.16,1.5
1,0.16,1.75
1,0.16,2
1,0.16,2.25
1,0.18,0
1,0.18,0.25
1,0.18,0.5
1,0.18,0.75
1,0.18,1
1,0.18,1.25
1,0.18,1.5
1,0.18,1.75
1,0.18,2
1,0.18,2.25
1,0.2,0
1,0.2,0.25
1,0.2,0.5
1,0.2,0.75
1,0.2,1
1,0.2,1.25
1,0.2,1.5
1,0.2,1.75
1,0.2,2
1,0.2,2.25
1,0.22,0
1,0.22,0.25
1,0.22,0.5
1,0.22,0.75
1,0.22,1
1,0.22,1.25
1,0.22,1.5
1,0.22,1.75
1,0.22,2
1,0.22,2.25
1,0.24,0
1,0.24,0.25
1,0.24,0.5
1,0.24,0.75
1,0.24,1
1,0.24,1.25
1,0.24,1.5
1,0.24,1.75
1,0.24,2
1,0.24,2.25
1,0.26,0
1,0.26,0.25
1,0.26,0.5
1,0.26,0.75
1,0.26,1
1,0.26,1.25
1,0.26,1.5
1,0.26,1.75
1,0.26,2
1,0.26,2.25
1,0.28,0
1,0.28,0.25
1,0.28,0.5
1,0.28,0.75
1,0.28,1
1,0.28,1.25
1,0.28,1.5
1,0.28,1.75
1,0.28,2
1,0.28,2.25
1,0.3,0
1,0.3,0.25
1,0.3,0.5
1,0.3,0.75
1,0.3,1
1,0.3,1.25
1,0.3,1.5
1,0.3,1.75
1,0.3,2
1,0.3,2.25
1,0.32,0
1,0.32,0.25
1,0.32,0.5
1,0.32,0.75
1,0.32,1
